[01:29:01] [Client thread/INFO]: Setting user: Player392
[01:29:04] [Client thread/WARN]: Skipping bad option: lastServer:
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.riptide_2
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.riptide_3
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.throw
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:item.trident.thunder
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.tripwire.attach
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.tripwire.click_off
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.tripwire.click_on
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.tripwire.detach
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.flop
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.tropical_fish.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.ambient_land
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.death_baby
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.egg_break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.egg_crack
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.egg_hatch
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.hurt_baby
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.lay_egg
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.shamble
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.shamble_baby
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.turtle.swim
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.button.click
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.loom.select_pattern
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.loom.take_result
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.cartography_table.take_result
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.stonecutter.take_result
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.stonecutter.select_recipe
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.toast.challenge_complete
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.toast.in
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:ui.toast.out
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.charge
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vex.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.celebrate
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.no
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.trade
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.yes
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_armorer
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_butcher
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_cartographer
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_cleric
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_farmer
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_fisherman
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_fletcher
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_leatherworker
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_librarian
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_mason
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_shepherd
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_toolsmith
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.villager.work_weaponsmith
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vindicator.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vindicator.celebrate
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vindicator.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.vindicator.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.lily_pad.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.disappeared
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.drink_milk
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.drink_potion
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.no
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.reappeared
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.trade
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wandering_trader.yes
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.water.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:weather.rain
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:weather.rain.above
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.celebrate
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.drink
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.witch.throw
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.break_block
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.shoot
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither_skeleton.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wither.spawn
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.growl
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.howl
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.pant
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.shake
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.wolf.whine
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_door.close
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_door.open
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_trapdoor.close
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_trapdoor.open
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wood.break
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_button.click_off
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_button.click_on
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wood.fall
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wood.hit
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wood.place
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_pressure_plate.click_off
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wooden_pressure_plate.click_on
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:block.wood.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.attack_wooden_door
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.attack_iron_door
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.break_wooden_door
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.converted_to_drowned
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.destroy_egg
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_horse.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_horse.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_horse.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.infect
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.angry
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_pigman.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie.step
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.ambient
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.converted
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.cure
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.death
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.hurt
[01:29:13] [Client thread/WARN]: Missing sound for event: minecraft:entity.zombie_villager.step
[01:29:14] [Client thread/INFO]: OpenAL initialized.
[01:29:14] [Client thread/INFO]: Sound engine started
[01:29:14] [Client thread/INFO]: Created: 1024x512 textures-atlas
[01:29:14] [Client thread/INFO]: Created: 256x256 textures/particle-atlas
[01:29:14] [Client thread/INFO]: Created: 256x256 textures/painting-atlas
[01:29:14] [Client thread/INFO]: Created: 256x128 textures/mob_effect-atlas
[01:29:21] [Client thread/INFO]: Stopping!
